genres,id,keywords,original_language,production_countries,spoken_languages,title
"Action, Drama, Thriller",117251,"usa president, conspiracy, secret service, the white house",en,United States of America,English,White House Down
"Adventure, Animation, Family",50321,"boy, alien, rescue, martian, alien abduction, alien invasion, based on children's book, duringcreditsstinger",en,United States of America,English,Mars Needs Moms
"Adventure, Animation, Comedy, Family",11619,"london england, underworld, return, ship, frog, girlfriend, rubin",en,"United Kingdom, United States of America",English,Flushed Away
"Adventure, Family, Fantasy",266647,"flying, magic, fairy tale, peter pan, mermaid, pirate, fantasy world",en,United States of America,English,Pan
"Animation, Adventure, Family",82703,"father son relationship, egypt, intelligence, adoption, time travel, boy, child prodigy, friendship, growing up, children, talking animal, talking dog, dog, first love, ancient egypt, time traveler, duringcreditsstinger, new school, george washington, gags, trouble, time paradox, prodigy",en,United States of America,English,Mr. Peabody & Sherman
"Adventure, Drama, War",652,"brother brother relationship, adultery, mythology, beauty, trojan war, bravery, wall, fraud, hostility, epic, sword fight, battlefield, ancient world, pyre, ancient greece, trojan horse, trojan, bronze age, sparta greece, helen of troy, homer's iliad",en,"United States of America, Malta, United Kingdom",English,Troy
"Animation, Family",80321,"madagascar, 3d",en,United States of America,"English, Español, ภาษาไทย",Madagascar 3: Europe's Most Wanted
"Adventure, Action, Thriller",36669,"laser, british secret service, secret service agent, space based weapon",en,"United Kingdom, United States of America","English, 한국어/조선말, 广州话 / 廣州話, Deutsch, Español, Íslenska, Italiano",Die Another Day
"Action, Fantasy, Comedy",43074,"female friendship, ghost hunting, reboot, ghost",en,United States of America,English,Ghostbusters
"Action, Thriller, Science Fiction, Adventure",95,"saving the world, paris, moon, cataclysm, asteroid, self sacrifice, nasa, space marine, loss of father, daughter, space, wedding, astronaut, eiffel tower paris, duringcreditsstinger, disaster movie, space centre",en,United States of America,"English, Pусский",Armageddon
"Action, Adventure, Comedy, Science Fiction",608,"saving the world, secret identity, sun glasses, undercover, space marine, illegal immigration, deportation, new identity, flying saucer, light, firearm, alien, fictional government agency",en,United States of America,English,Men in Black II
"Adventure, Action, Animation",2310,"denmark, nordic mythology, lie, pride and vanity, folk hero, human weakness, viking, alienation, festival hall, sin, royalty, curse, battle, ancient world, adult animation, motion capture",en,United States of America,English,Beowulf
"Action, Adventure, Animation, Comedy, Family",140300,"china, martial arts, kung fu, village, panda, sequel, talking animal, anthropomorphism, dragon, ancient china, wuxia, woman director",en,"China, United States of America",English,Kung Fu Panda 3
"Action, Thriller, Adventure",56292,"fight, sequel, mission, explosion, broken arm, imax, nuclear threat",en,"Czech Republic, United States of America, United Arab Emirates","English, Pусский, Français, العربية, svenska",Mission: Impossible - Ghost Protocol
"Fantasy, Animation, Family",81188,"dream, santa claus, nightmare, easter bunny, tooth fairy, jack frost, sandman, duringcreditsstinger",en,United States of America,"Français, English",Rise of the Guardians
Comedy,7552,"based on novel, desperation, robber, hold-up robbery, remake, suburbia, loss of job, humiliation, unemployment, bankruptcy, travel agent, riches to rags, bearer bonds, comeuppance",en,United States of America,English,Fun with Dick and Jane
"Drama, Action, War, History",616,"japan, war crimes, sense of guilt, swordplay, general, samurai, war veteran, katana, sword, arms deal, homeland, emperor, language barrier, self-discovery, mountain village, foreign legion, mercenary, campaign, commercial agreement, insurgence, leader, war strategy, gettysburg, loss of husband, slaughter, soldier, alcoholic, u.s. soldier, japanese army, 19th century, war trauma",en,"Japan, United States of America, New Zealand","English, 日本語",The Last Samurai
"Adventure, Drama, Action",147441,"moses, bible, ancient egypt, 3d, ramses",en,"Spain, United Kingdom, United States of America",English,Exodus: Gods and Kings
"Science Fiction, Action, Adventure",13475,"spacecraft, teleportation, space mission, parachute, time travel, black hole, supernova, prequel, warp speed, futuristic, warp engine, romulans, outer space, vulcan, alternate reality, space opera, reboot",en,"Germany, United States of America",English,Star Trek
"Fantasy, Action",557,"loss of lover, spider, thanksgiving, bad boss, hostility, marvel comic, superhero, pokies, evil, reference to superman, goblin",en,United States of America,English,Spider-Man
"Fantasy, Action, Adventure, Animation, Comedy, Family",82702,"father son relationship, wife husband relationship, sacrifice, viking, sequel, rescue, dragon, mother son relationship, death of husband, warrior, 3d",en,United States of America,English,How to Train Your Dragon 2
Fantasy,205584,"egypt, underworld, fight, mythology, nile, war, thief, rescue, desert, gods, egyptian mythology, egyptian, myth",en,"Australia, United States of America",English,Gods of Egypt
Action,10048,"artificial intelligence, u.s. navy, aftercreditsstinger",en,United States of America,"English, Deutsch, 한국어/조선말, Pусский, Español",Stealth
"Action, Mystery, Science Fiction",13183,"dc comics, secret identity, mass murder, retirement, based on comic book, conspiracy, nuclear war, doomsday, soviet, masked vigilante, doomsday clock, red square, death of superhero, american president, 1980s",en,United States of America,English,Watchmen
"Action, Adventure, Comedy, Crime, Thriller",944,"lapd, house on fire, revolver",en,United States of America,"English, 广州话 / 廣州話, 普通话",Lethal Weapon 4
"Drama, Action, Science Fiction",1927,"california, san francisco, monster, general, gun, dna, mutation, psychology, berkeley, transformation, frog, president, marvel comic, superhero, golden gate bridge, doctor, fear, scientist, dog, desert, anger, mirror, phone, military, cell, hulk, superhuman strength, repressed memory, repression",en,United States of America,"English, Español",Hulk
"Adventure, Action, Science Fiction, Thriller",72559,"terror, assassin, secret, technology, missile, warhead, president, rescue, conspiracy, explosion, battle, surveillance, cobra",en,United States of America,English,G.I. Joe: Retaliation
"Action, Adventure, Comedy, Drama, Mystery",7364,"tyrant, ironclad ship",en,"Germany, Spain, United Kingdom, United States of America","English, Français, العربية",Sahara
"Adventure, Action, Animation, Fantasy, Science Fiction, Thriller",2114,"battle assignment, dystopia, alien, downfall, scientist, based on video game",en,"Japan, United States of America",English,Final Fantasy: The Spirits Within
"Action, Adventure, Science Fiction",1771,"new york, usa, world war ii, nazis, marvel comic, superhero, based on comic book, nazi germany, period drama, brooklyn new york city, captain america, aftercreditsstinger, marvel cinematic universe, 3d",en,United States of America,"Français, Norsk, English",Captain America: The First Avenger
"Adventure, Action, Thriller",36643,"british, mission, oil, heiress, bilbao spain, british secret service",en,"United Kingdom, United States of America","English, Pусский",The World Is Not Enough
Adventure,8619,"naturalist, frigate, self surgery, sea battle, weevil",en,United States of America,"Français, Português, English",Master and Commander: The Far Side of the World
"Adventure, Fantasy, Drama, Romance",50620,"vampire, romance, villainess, super strength, imprinting, cross breed, bloodsucker, grudge, vampire vs vampire, chief of police, dhampir, forks washington, wolf pack, misinformation, seeing the future, fang vamp",en,United States of America,English,The Twilight Saga: Breaking Dawn - Part 2
"Animation, Comedy, Family",65759,"penguin, musical, aftercreditsstinger, 3d",en,Australia,English,Happy Feet Two
"Science Fiction, Action, Adventure",1724,"new york, rio de janeiro, marvel comic, superhero, based on comic book, on the run, fugitive, super soldier, tony stark, virginia, military, hulk, marvel cinematic universe, angry, bruce banner",en,United States of America,"Português, Español, English",The Incredible Hulk
"Adventure, Family, Fantasy",267935,"london england, england, based on novel, queen, little girl, orphan, cannibal, giant, evil brother",en,"India, United States of America",English,The BFG
"Western, Drama, Adventure, Thriller",281957,"father son relationship, rape, based on novel, mountains, winter, grizzly bear, wilderness, frontier, revenge, murder, native american, survival, bear, snow, violence, animal death, bear attack, death of son, based on true events, fur trapper",en,"Canada, Hong Kong, Taiwan, United States of America","English, Français",The Revenant
"Animation, Family",77950,"underdog, car race, dream, speed, power, snail, fast, friends, superpower, racer",en,United States of America,English,Turbo
"Animation, Comedy, Family, Western, Adventure",44896,"sheriff, nevada, pet, rango, chameleon, las vegas, cactus, terrarium, construction site, armadillo, disillusionment",en,United States of America,English,Rango
"Family, Animation, Adventure, Comedy",270946,"penguin, madagascar, 3d",en,United States of America,English,Penguins of Madagascar
"Action, Drama, Mystery, Thriller",2503,"paris, corruption, madrid, assassin, based on novel, europe, prosecution, dangerous, false identity, revelation, government, weapon, interpol, sequel, conspiracy, shootout, espionage, motorcycle, violence, foot chase, moskow, dark past, langley virginia, flashback, chase on the roof, security leak",en,"Germany, United States of America","English, Français, العربية, Pусский, Español",The Bourne Ultimatum
